transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,Georeference,date,year,month,day,hour,day_of_week,is_weekend
2026-04-05 22:00:00,subway,421,"Gun Hill Rd (2,5)",Bronx,metrocard,Metrocard - Other,2.0,0.0,40.87785,-73.86626,POINT (-73.86626 40.87785),2026-04-05,2026,4,5,22,Sunday,True
2026-04-09 06:00:00,subway,442,Eastchester-Dyre Av (5),Bronx,metrocard,Metrocard - Other,5.0,1.0,40.8883,-73.83083,POINT (-73.83083 40.8883),2026-04-09,2026,4,9,6,Thursday,False
2026-04-16 07:00:00,subway,216,"174-175 Sts (B,D)",Bronx,omny,OMNY - Fair Fare,34.0,0.0,40.8459,-73.91013,POINT (-73.91013 40.8459),2026-04-16,2026,4,16,7,Thursday,False
2026-04-21 09:00:00,subway,385,176 St (4),Bronx,metrocard,Metrocard - Other,3.0,0.0,40.84848,-73.9118,POINT (-73.9118 40.84848),2026-04-21,2026,4,21,9,Tuesday,False
2026-04-13 20:00:00,subway,419,"225 St (2,5)",Bronx,omny,OMNY - Full Fare,34.0,0.0,40.888023,-73.860344,POINT (-73.860344 40.888023),2026-04-13,2026,4,13,20,Monday,False
2026-04-09 05:00:00,subway,363,Westchester Sq-E Tremont Av (6),Bronx,metrocard,Metrocard - Other,5.0,0.0,40.839893,-73.84295,POINT (-73.84295 40.839893),2026-04-09,2026,4,9,5,Thursday,False
2026-04-06 18:00:00,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Full Fare,123.0,10.0,40.86776,-73.89717,POINT (-73.89717 40.86776),2026-04-06,2026,4,6,18,Monday,False
2026-04-07 05:00:00,subway,294,238 St (1),Bronx,omny,OMNY - Seniors & Disability,13.0,1.0,40.884666,-73.90087,POINT (-73.90087 40.884666),2026-04-07,2026,4,7,5,Tuesday,False
2026-04-04 18:00:00,subway,371,Hunts Point Av (6),Bronx,omny,OMNY - Full Fare,153.0,18.0,40.82095,-73.89055,POINT (-73.89055 40.82095),2026-04-04,2026,4,4,18,Saturday,True
2026-04-10 15:00:00,subway,294,238 St (1),Bronx,omny,OMNY - Students,29.0,0.0,40.884666,-73.90087,POINT (-73.90087 40.884666),2026-04-10,2026,4,10,15,Friday,False
2026-04-01 03:00:00,subway,391,"138 St-Grand Concourse (4,5)",Bronx,metrocard,Metrocard - Other,1.0,0.0,40.813225,-73.92985,POINT (-73.92985 40.813225),2026-04-01,2026,4,1,3,Wednesday,False
2026-04-12 18:00:00,subway,367,St Lawrence Av (6),Bronx,omny,OMNY - Seniors & Disability,3.0,0.0,40.83151,-73.867615,POINT (-73.867615 40.83151),2026-04-12,2026,4,12,18,Sunday,True
2026-04-14 12:00:00,subway,294,238 St (1),Bronx,omny,OMNY - Fair Fare,11.0,2.0,40.884666,-73.90087,POINT (-73.90087 40.884666),2026-04-14,2026,4,14,12,Tuesday,False
2026-04-13 14:00:00,subway,422,"Burke Av (2,5)",Bronx,omny,OMNY - Full Fare,55.0,0.0,40.871357,-73.867165,POINT (-73.867165 40.871357),2026-04-13,2026,4,13,14,Monday,False
2026-04-20 13:00:00,subway,416,Wakefield-241 St (2),Bronx,omny,OMNY - Students,9.0,0.0,40.903126,-73.85062,POINT (-73.85062 40.903126),2026-04-20,2026,4,20,13,Monday,False
2026-04-21 04:00:00,subway,421,"Gun Hill Rd (2,5)",Bronx,metrocard,Metrocard - Other,2.0,1.0,40.87785,-73.86626,POINT (-73.86626 40.87785),2026-04-21,2026,4,21,4,Tuesday,False
2026-04-10 09:00:00,subway,370,Whitlock Av (6),Bronx,omny,OMNY - Other,4.0,0.0,40.826527,-73.886284,POINT (-73.886284 40.826527),2026-04-10,2026,4,10,9,Friday,False
2026-04-02 23:00:00,subway,293,Van Cortlandt Park-242 St (1),Bronx,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.889248,-73.89858,POINT (-73.89858 40.889248),2026-04-02,2026,4,2,23,Thursday,False
2026-04-14 19:00:00,subway,371,Hunts Point Av (6),Bronx,omny,OMNY - Students,40.0,4.0,40.82095,-73.89055,POINT (-73.89055 40.82095),2026-04-14,2026,4,14,19,Tuesday,False
2026-04-17 10:00:00,subway,368,Morrison Av-Soundview (6),Bronx,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.82952,-73.87452,POINT (-73.87452 40.82952),2026-04-17,2026,4,17,10,Friday,False
2026-04-07 12:00:00,subway,361,Buhre Av (6),Bronx,metrocard,Metrocard - Other,1.0,0.0,40.84681,-73.832565,POINT (-73.832565 40.84681),2026-04-07,2026,4,7,12,Tuesday,False
2026-04-14 17:00:00,subway,442,Eastchester-Dyre Av (5),Bronx,omny,OMNY - Full Fare,154.0,19.0,40.8883,-73.83083,POINT (-73.83083 40.8883),2026-04-14,2026,4,14,17,Tuesday,False
2026-04-02 03:00:00,subway,363,Westchester Sq-E Tremont Av (6),Bronx,omny,OMNY - Students,1.0,0.0,40.839893,-73.84295,POINT (-73.84295 40.839893),2026-04-02,2026,4,2,3,Thursday,False
2026-04-19 13:00:00,subway,385,176 St (4),Bronx,metrocard,Metrocard - Other,2.0,0.0,40.84848,-73.9118,POINT (-73.9118 40.84848),2026-04-19,2026,4,19,13,Sunday,True
2026-04-20 21:00:00,subway,367,St Lawrence Av (6),Bronx,omny,OMNY - Fair Fare,2.0,0.0,40.83151,-73.867615,POINT (-73.867615 40.83151),2026-04-20,2026,4,20,21,Monday,False
2026-04-11 06:00:00,subway,360,Pelham Bay Park (6),Bronx,omny,OMNY - Full Fare,72.0,35.0,40.852463,-73.82812,POINT (-73.82812 40.852463),2026-04-11,2026,4,11,6,Saturday,True
2026-04-20 16:00:00,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Full Fare,294.0,14.0,40.86776,-73.89717,POINT (-73.89717 40.86776),2026-04-20,2026,4,20,16,Monday,False
2026-04-21 19:00:00,subway,378,Woodlawn (4),Bronx,omny,OMNY - Students,5.0,0.0,40.886036,-73.87875,POINT (-73.87875 40.886036),2026-04-21,2026,4,21,19,Tuesday,False
2026-04-07 16:00:00,subway,383,183 St (4),Bronx,omny,OMNY - Seniors & Disability,6.0,0.0,40.858406,-73.90388,POINT (-73.90388 40.858406),2026-04-07,2026,4,7,16,Tuesday,False
2026-04-10 19:00:00,subway,365,Castle Hill Av (6),Bronx,omny,OMNY - Fair Fare,8.0,0.0,40.834255,-73.85122,POINT (-73.85122 40.834255),2026-04-10,2026,4,10,19,Friday,False
2026-04-16 09:00:00,subway,294,238 St (1),Bronx,omny,OMNY - Seniors & Disability,14.0,2.0,40.884666,-73.90087,POINT (-73.90087 40.884666),2026-04-16,2026,4,16,9,Thursday,False
2026-04-19 09:00:00,subway,380,Bedford Park Blvd-Lehman College (4),Bronx,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.873413,-73.89006,POINT (-73.89006 40.873413),2026-04-19,2026,4,19,9,Sunday,True
2026-04-14 07:00:00,subway,378,Woodlawn (4),Bronx,metrocard,Metrocard - Other,11.0,1.0,40.886036,-73.87875,POINT (-73.87875 40.886036),2026-04-14,2026,4,14,7,Tuesday,False
2026-04-20 19:00:00,subway,416,Wakefield-241 St (2),Bronx,omny,OMNY - Students,7.0,0.0,40.903126,-73.85062,POINT (-73.85062 40.903126),2026-04-20,2026,4,20,19,Monday,False
2026-04-20 15:00:00,subway,294,238 St (1),Bronx,metrocard,Metrocard - Other,2.0,0.0,40.884666,-73.90087,POINT (-73.90087 40.884666),2026-04-20,2026,4,20,15,Monday,False
2026-04-06 08:00:00,subway,212,"Kingsbridge Rd (B,D)",Bronx,omny,OMNY - Students,33.0,1.0,40.866978,-73.89351,POINT (-73.89351 40.866978),2026-04-06,2026,4,6,8,Monday,False
2026-04-14 16:00:00,subway,386,Mt Eden Av (4),Bronx,omny,OMNY - Seniors & Disability,15.0,0.0,40.844433,-73.91469,POINT (-73.91469 40.844433),2026-04-14,2026,4,14,16,Tuesday,False
2026-04-07 20:00:00,subway,388,167 St (4),Bronx,omny,OMNY - Full Fare,58.0,3.0,40.835537,-73.9214,POINT (-73.9214 40.835537),2026-04-07,2026,4,7,20,Tuesday,False
2026-04-02 17:00:00,subway,434,"3 Av-149 St (2,5)",Bronx,omny,OMNY - Students,112.0,8.0,40.81611,-73.917755,POINT (-73.917755 40.81611),2026-04-02,2026,4,2,17,Thursday,False
2026-04-04 11:00:00,subway,375,Cypress Av (6),Bronx,omny,OMNY - Fair Fare,3.0,0.0,40.805367,-73.91404,POINT (-73.91404 40.805367),2026-04-04,2026,4,4,11,Saturday,True
2026-04-07 04:00:00,subway,419,"225 St (2,5)",Bronx,omny,OMNY - Seniors & Disability,1.0,0.0,40.888023,-73.860344,POINT (-73.860344 40.888023),2026-04-07,2026,4,7,4,Tuesday,False
2026-04-04 10:00:00,subway,218,"167 St (B,D)",Bronx,omny,OMNY - Students,29.0,0.0,40.83377,-73.91844,POINT (-73.91844 40.83377),2026-04-04,2026,4,4,10,Saturday,True
2026-04-10 19:00:00,subway,360,Pelham Bay Park (6),Bronx,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.852463,-73.82812,POINT (-73.82812 40.852463),2026-04-10,2026,4,10,19,Friday,False
2026-04-12 06:00:00,subway,376,Brook Av (6),Bronx,omny,OMNY - Students,1.0,0.0,40.807568,-73.91924,POINT (-73.91924 40.807568),2026-04-12,2026,4,12,6,Sunday,True
2026-04-14 18:00:00,subway,384,Burnside Av (4),Bronx,omny,OMNY - Students,38.0,1.0,40.853455,-73.907684,POINT (-73.907684 40.853455),2026-04-14,2026,4,14,18,Tuesday,False
2026-04-13 15:00:00,subway,363,Westchester Sq-E Tremont Av (6),Bronx,omny,OMNY - Full Fare,134.0,18.0,40.839893,-73.84295,POINT (-73.84295 40.839893),2026-04-13,2026,4,13,15,Monday,False
2026-04-01 10:00:00,subway,214,"182-183 Sts (B,D)",Bronx,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.856094,-73.90074,POINT (-73.90074 40.856094),2026-04-01,2026,4,1,10,Wednesday,False
2026-04-11 16:00:00,subway,293,Van Cortlandt Park-242 St (1),Bronx,omny,OMNY - Fair Fare,7.0,4.0,40.889248,-73.89858,POINT (-73.89858 40.889248),2026-04-11,2026,4,11,16,Saturday,True
2026-04-13 22:00:00,subway,295,231 St (1),Bronx,omny,OMNY - Seniors & Disability,5.0,0.0,40.878857,-73.90483,POINT (-73.90483 40.878857),2026-04-13,2026,4,13,22,Monday,False
2026-04-08 06:00:00,subway,433,"Jackson Av (2,5)",Bronx,omny,OMNY - Students,10.0,0.0,40.81649,-73.90781,POINT (-73.90781 40.81649),2026-04-08,2026,4,8,6,Wednesday,False
2026-04-15 15:00:00,subway,376,Brook Av (6),Bronx,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.807568,-73.91924,POINT (-73.91924 40.807568),2026-04-15,2026,4,15,15,Wednesday,False
2026-04-11 14:00:00,subway,386,Mt Eden Av (4),Bronx,omny,OMNY - Students,14.0,0.0,40.844433,-73.91469,POINT (-73.91469 40.844433),2026-04-11,2026,4,11,14,Saturday,True
2026-04-22 16:00:00,subway,424,"Pelham Pkwy (2,5)",Bronx,omny,OMNY - Fair Fare,31.0,4.0,40.857193,-73.867615,POINT (-73.867615 40.857193),2026-04-22,2026,4,22,16,Wednesday,False
2026-04-03 20:00:00,subway,426,"E 180 St (2,5)",Bronx,omny,OMNY - Other,13.0,1.0,40.841892,-73.87349,POINT (-73.87349 40.841892),2026-04-03,2026,4,3,20,Friday,False
2026-04-17 23:00:00,subway,218,"167 St (B,D)",Bronx,omny,OMNY - Other,3.0,0.0,40.83377,-73.91844,POINT (-73.91844 40.83377),2026-04-17,2026,4,17,23,Friday,False
2026-04-22 14:00:00,subway,380,Bedford Park Blvd-Lehman College (4),Bronx,omny,OMNY - Seniors & Disability,16.0,6.0,40.873413,-73.89006,POINT (-73.89006 40.873413),2026-04-22,2026,4,22,14,Wednesday,False
2026-04-05 04:00:00,subway,365,Castle Hill Av (6),Bronx,omny,OMNY - Fair Fare,1.0,0.0,40.834255,-73.85122,POINT (-73.85122 40.834255),2026-04-05,2026,4,5,4,Sunday,True
2026-04-01 14:00:00,subway,445,Pelham Pkwy (5),Bronx,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.858986,-73.85536,POINT (-73.85536 40.858986),2026-04-01,2026,4,1,14,Wednesday,False
2026-04-07 18:00:00,subway,434,"3 Av-149 St (2,5)",Bronx,omny,OMNY - Students,62.0,3.0,40.81611,-73.917755,POINT (-73.917755 40.81611),2026-04-07,2026,4,7,18,Tuesday,False
2026-04-07 23:00:00,subway,212,"Kingsbridge Rd (B,D)",Bronx,omny,OMNY - Other,4.0,0.0,40.866978,-73.89351,POINT (-73.89351 40.866978),2026-04-07,2026,4,7,23,Tuesday,False
2026-04-22 19:00:00,subway,374,E 143 St-St Mary's St (6),Bronx,omny,OMNY - Students,2.0,0.0,40.80872,-73.90765,POINT (-73.90765 40.80872),2026-04-22,2026,4,22,19,Wednesday,False
2026-04-02 14:00:00,subway,431,"Intervale Av (2,5)",Bronx,omny,OMNY - Seniors & Disability,5.0,0.0,40.82218,-73.896736,POINT (-73.896736 40.82218),2026-04-02,2026,4,2,14,Thursday,False
2026-04-12 18:00:00,subway,366,Parkchester (6),Bronx,omny,OMNY - Full Fare,82.0,8.0,40.833225,-73.86082,POINT (-73.86082 40.833225),2026-04-12,2026,4,12,18,Sunday,True
2026-04-20 16:00:00,subway,430,"Simpson St (2,5)",Bronx,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.824074,-73.89307,POINT (-73.89307 40.824074),2026-04-20,2026,4,20,16,Monday,False
2026-04-11 09:00:00,subway,424,"Pelham Pkwy (2,5)",Bronx,metrocard,Metrocard - Other,3.0,0.0,40.857193,-73.867615,POINT (-73.867615 40.857193),2026-04-11,2026,4,11,9,Saturday,True
2026-04-14 11:00:00,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Students,18.0,0.0,40.86776,-73.89717,POINT (-73.89717 40.86776),2026-04-14,2026,4,14,11,Tuesday,False
2026-04-10 08:00:00,subway,379,Mosholu Pkwy (4),Bronx,omny,OMNY - Other,6.0,0.0,40.87975,-73.88466,POINT (-73.88466 40.87975),2026-04-10,2026,4,10,8,Friday,False
2026-04-09 15:00:00,subway,604,"161 St-Yankee Stadium (4,B,D)",Bronx,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.82795,-73.92574,POINT (-73.92574 40.82795),2026-04-09,2026,4,9,15,Thursday,False
2026-04-04 23:00:00,subway,428,"174 St (2,5)",Bronx,metrocard,Metrocard - Other,1.0,0.0,40.837288,-73.88773,POINT (-73.88773 40.837288),2026-04-04,2026,4,4,23,Saturday,True
2026-04-15 06:00:00,subway,371,Hunts Point Av (6),Bronx,omny,OMNY - Fair Fare,57.0,16.0,40.82095,-73.89055,POINT (-73.89055 40.82095),2026-04-15,2026,4,15,6,Wednesday,False
2026-04-12 09:00:00,subway,421,"Gun Hill Rd (2,5)",Bronx,omny,OMNY - Seniors & Disability,10.0,2.0,40.87785,-73.86626,POINT (-73.86626 40.87785),2026-04-12,2026,4,12,9,Sunday,True
2026-04-13 09:00:00,subway,372,Longwood Av (6),Bronx,omny,OMNY - Other,3.0,0.0,40.816105,-73.89644,POINT (-73.89644 40.816105),2026-04-13,2026,4,13,9,Monday,False
2026-04-18 10:00:00,subway,367,St Lawrence Av (6),Bronx,omny,OMNY - Seniors & Disability,9.0,0.0,40.83151,-73.867615,POINT (-73.867615 40.83151),2026-04-18,2026,4,18,10,Saturday,True
2026-04-04 14:00:00,subway,375,Cypress Av (6),Bronx,omny,OMNY - Students,3.0,0.0,40.805367,-73.91404,POINT (-73.91404 40.805367),2026-04-04,2026,4,4,14,Saturday,True
2026-04-01 12:00:00,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Full Fare,144.0,3.0,40.86776,-73.89717,POINT (-73.89717 40.86776),2026-04-01,2026,4,1,12,Wednesday,False
2026-04-15 17:00:00,subway,367,St Lawrence Av (6),Bronx,omny,OMNY - Seniors & Disability,5.0,0.0,40.83151,-73.867615,POINT (-73.867615 40.83151),2026-04-15,2026,4,15,17,Wednesday,False
2026-04-07 17:00:00,subway,428,"174 St (2,5)",Bronx,omny,OMNY - Students,28.0,1.0,40.837288,-73.88773,POINT (-73.88773 40.837288),2026-04-07,2026,4,7,17,Tuesday,False
2026-04-03 12:00:00,subway,428,"174 St (2,5)",Bronx,omny,OMNY - Fair Fare,21.0,4.0,40.837288,-73.88773,POINT (-73.88773 40.837288),2026-04-03,2026,4,3,12,Friday,False
2026-04-16 16:00:00,subway,426,"E 180 St (2,5)",Bronx,metrocard,Metrocard - Other,13.0,0.0,40.841892,-73.87349,POINT (-73.87349 40.841892),2026-04-16,2026,4,16,16,Thursday,False
2026-04-17 07:00:00,subway,446,Morris Park (5),Bronx,omny,OMNY - Seniors & Disability,10.0,0.0,40.854362,-73.8605,POINT (-73.8605 40.854362),2026-04-17,2026,4,17,7,Friday,False
2026-04-20 08:00:00,subway,295,231 St (1),Bronx,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.878857,-73.90483,POINT (-73.90483 40.878857),2026-04-20,2026,4,20,8,Monday,False
2026-04-12 14:00:00,subway,380,Bedford Park Blvd-Lehman College (4),Bronx,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.873413,-73.89006,POINT (-73.89006 40.873413),2026-04-12,2026,4,12,14,Sunday,True
2026-04-16 20:00:00,subway,364,Zerega Av (6),Bronx,omny,OMNY - Other,1.0,0.0,40.836487,-73.84704,POINT (-73.84704 40.836487),2026-04-16,2026,4,16,20,Thursday,False
2026-04-09 05:00:00,subway,294,238 St (1),Bronx,omny,OMNY - Seniors & Disability,13.0,2.0,40.884666,-73.90087,POINT (-73.90087 40.884666),2026-04-09,2026,4,9,5,Thursday,False
2026-04-21 19:00:00,subway,367,St Lawrence Av (6),Bronx,omny,OMNY - Students,3.0,1.0,40.83151,-73.867615,POINT (-73.867615 40.83151),2026-04-21,2026,4,21,19,Tuesday,False
2026-04-06 20:00:00,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Students,10.0,1.0,40.86776,-73.89717,POINT (-73.89717 40.86776),2026-04-06,2026,4,6,20,Monday,False
2026-04-18 06:00:00,subway,387,170 St (4),Bronx,omny,OMNY - Students,16.0,0.0,40.840076,-73.91779,POINT (-73.91779 40.840076),2026-04-18,2026,4,18,6,Saturday,True
2026-04-03 15:00:00,subway,375,Cypress Av (6),Bronx,metrocard,Metrocard - Other,1.0,0.0,40.805367,-73.91404,POINT (-73.91404 40.805367),2026-04-03,2026,4,3,15,Friday,False
2026-04-12 00:00:00,subway,423,"Allerton Av (2,5)",Bronx,omny,OMNY - Fair Fare,1.0,0.0,40.865463,-73.867355,POINT (-73.867355 40.865463),2026-04-12,2026,4,12,0,Sunday,True
2026-04-06 20:00:00,subway,376,Brook Av (6),Bronx,metrocard,Metrocard - Other,5.0,0.0,40.807568,-73.91924,POINT (-73.91924 40.807568),2026-04-06,2026,4,6,20,Monday,False
2026-04-19 06:00:00,subway,416,Wakefield-241 St (2),Bronx,omny,OMNY - Full Fare,66.0,0.0,40.903126,-73.85062,POINT (-73.85062 40.903126),2026-04-19,2026,4,19,6,Sunday,True
2026-04-21 00:00:00,subway,391,"138 St-Grand Concourse (4,5)",Bronx,omny,OMNY - Full Fare,16.0,0.0,40.813225,-73.92985,POINT (-73.92985 40.813225),2026-04-21,2026,4,21,0,Tuesday,False
2026-04-05 18:00:00,subway,388,167 St (4),Bronx,omny,OMNY - Full Fare,82.0,6.0,40.835537,-73.9214,POINT (-73.9214 40.835537),2026-04-05,2026,4,5,18,Sunday,True
2026-04-03 05:00:00,subway,418,"233 St (2,5)",Bronx,omny,OMNY - Other,3.0,0.0,40.893192,-73.857475,POINT (-73.857475 40.893192),2026-04-03,2026,4,3,5,Friday,False
2026-04-20 02:00:00,subway,379,Mosholu Pkwy (4),Bronx,omny,OMNY - Other,2.0,0.0,40.87975,-73.88466,POINT (-73.88466 40.87975),2026-04-20,2026,4,20,2,Monday,False
2026-04-06 18:00:00,subway,375,Cypress Av (6),Bronx,omny,OMNY - Full Fare,65.0,1.0,40.805367,-73.91404,POINT (-73.91404 40.805367),2026-04-06,2026,4,6,18,Monday,False
2026-04-14 09:00:00,subway,434,"3 Av-149 St (2,5)",Bronx,metrocard,Metrocard - Seniors & Disability,2.0,0.0,40.81611,-73.917755,POINT (-73.917755 40.81611),2026-04-14,2026,4,14,9,Tuesday,False
2026-04-19 23:00:00,subway,430,"Simpson St (2,5)",Bronx,omny,OMNY - Full Fare,15.0,2.0,40.824074,-73.89307,POINT (-73.89307 40.824074),2026-04-19,2026,4,19,23,Sunday,True
2026-04-03 13:00:00,subway,375,Cypress Av (6),Bronx,omny,OMNY - Students,15.0,0.0,40.805367,-73.91404,POINT (-73.91404 40.805367),2026-04-03,2026,4,3,13,Friday,False
2026-04-14 12:00:00,subway,371,Hunts Point Av (6),Bronx,metrocard,Metrocard - Other,18.0,0.0,40.82095,-73.89055,POINT (-73.89055 40.82095),2026-04-14,2026,4,14,12,Tuesday,False
2026-04-05 18:00:00,subway,417,"Nereid Av (2,5)",Bronx,metrocard,Metrocard - Other,2.0,0.0,40.89838,-73.85438,POINT (-73.85438 40.89838),2026-04-05,2026,4,5,18,Sunday,True
2026-04-17 12:00:00,subway,420,"219 St (2,5)",Bronx,omny,OMNY - Full Fare,52.0,1.0,40.883896,-73.86263,POINT (-73.86263 40.883896),2026-04-17,2026,4,17,12,Friday,False
2026-04-22 08:00:00,subway,365,Castle Hill Av (6),Bronx,omny,OMNY - Other,8.0,2.0,40.834255,-73.85122,POINT (-73.85122 40.834255),2026-04-22,2026,4,22,8,Wednesday,False
2026-04-16 04:00:00,subway,385,176 St (4),Bronx,omny,OMNY - Seniors & Disability,3.0,0.0,40.84848,-73.9118,POINT (-73.9118 40.84848),2026-04-16,2026,4,16,4,Thursday,False
2026-04-19 01:00:00,subway,417,"Nereid Av (2,5)",Bronx,omny,OMNY - Full Fare,1.0,0.0,40.89838,-73.85438,POINT (-73.85438 40.89838),2026-04-19,2026,4,19,1,Sunday,True
2026-04-04 08:00:00,subway,211,"Bedford Park Blvd (B,D)",Bronx,metrocard,Metrocard - Other,2.0,0.0,40.873245,-73.88714,POINT (-73.88714 40.873245),2026-04-04,2026,4,4,8,Saturday,True
2026-04-20 03:00:00,subway,419,"225 St (2,5)",Bronx,omny,OMNY - Students,1.0,0.0,40.888023,-73.860344,POINT (-73.860344 40.888023),2026-04-20,2026,4,20,3,Monday,False
2026-04-18 20:00:00,subway,380,Bedford Park Blvd-Lehman College (4),Bronx,omny,OMNY - Full Fare,68.0,10.0,40.873413,-73.89006,POINT (-73.89006 40.873413),2026-04-18,2026,4,18,20,Saturday,True
2026-04-02 11:00:00,subway,379,Mosholu Pkwy (4),Bronx,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.87975,-73.88466,POINT (-73.88466 40.87975),2026-04-02,2026,4,2,11,Thursday,False
2026-04-14 08:00:00,subway,364,Zerega Av (6),Bronx,omny,OMNY - Students,41.0,0.0,40.836487,-73.84704,POINT (-73.84704 40.836487),2026-04-14,2026,4,14,8,Tuesday,False
2026-04-18 05:00:00,subway,426,"E 180 St (2,5)",Bronx,omny,OMNY - Fair Fare,12.0,4.0,40.841892,-73.87349,POINT (-73.87349 40.841892),2026-04-18,2026,4,18,5,Saturday,True
2026-04-03 21:00:00,subway,604,"161 St-Yankee Stadium (4,B,D)",Bronx,omny,OMNY - Fair Fare,26.0,2.0,40.82795,-73.92574,POINT (-73.92574 40.82795),2026-04-03,2026,4,3,21,Friday,False
2026-04-12 22:00:00,subway,364,Zerega Av (6),Bronx,omny,OMNY - Fair Fare,1.0,0.0,40.836487,-73.84704,POINT (-73.84704 40.836487),2026-04-12,2026,4,12,22,Sunday,True
2026-04-17 05:00:00,subway,424,"Pelham Pkwy (2,5)",Bronx,omny,OMNY - Full Fare,150.0,7.0,40.857193,-73.867615,POINT (-73.867615 40.857193),2026-04-17,2026,4,17,5,Friday,False
2026-04-02 14:00:00,subway,212,"Kingsbridge Rd (B,D)",Bronx,metrocard,Metrocard - Other,2.0,0.0,40.866978,-73.89351,POINT (-73.89351 40.866978),2026-04-02,2026,4,2,14,Thursday,False
2026-04-20 00:00:00,subway,604,"161 St-Yankee Stadium (4,B,D)",Bronx,omny,OMNY - Other,5.0,0.0,40.82795,-73.92574,POINT (-73.92574 40.82795),2026-04-20,2026,4,20,0,Monday,False
2026-04-20 05:00:00,subway,424,"Pelham Pkwy (2,5)",Bronx,omny,OMNY - Fair Fare,12.0,1.0,40.857193,-73.867615,POINT (-73.867615 40.857193),2026-04-20,2026,4,20,5,Monday,False
2026-04-19 20:00:00,subway,371,Hunts Point Av (6),Bronx,omny,OMNY - Fair Fare,9.0,3.0,40.82095,-73.89055,POINT (-73.89055 40.82095),2026-04-19,2026,4,19,20,Sunday,True
2026-04-01 18:00:00,subway,371,Hunts Point Av (6),Bronx,omny,OMNY - Seniors & Disability,11.0,2.0,40.82095,-73.89055,POINT (-73.89055 40.82095),2026-04-01,2026,4,1,18,Wednesday,False
2026-04-09 20:00:00,subway,428,"174 St (2,5)",Bronx,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.837288,-73.88773,POINT (-73.88773 40.837288),2026-04-09,2026,4,9,20,Thursday,False
2026-04-11 03:00:00,subway,427,"West Farms Sq-E Tremont Av (2,5)",Bronx,omny,OMNY - Students,1.0,0.0,40.840294,-73.88005,POINT (-73.88005 40.840294),2026-04-11,2026,4,11,3,Saturday,True
2026-04-06 04:00:00,subway,391,"138 St-Grand Concourse (4,5)",Bronx,metrocard,Metrocard - Other,4.0,0.0,40.813225,-73.92985,POINT (-73.92985 40.813225),2026-04-06,2026,4,6,4,Monday,False
2026-04-02 07:00:00,subway,370,Whitlock Av (6),Bronx,omny,OMNY - Other,9.0,0.0,40.826527,-73.886284,POINT (-73.886284 40.826527),2026-04-02,2026,4,2,7,Thursday,False
2026-04-18 15:00:00,subway,420,"219 St (2,5)",Bronx,omny,OMNY - Full Fare,66.0,2.0,40.883896,-73.86263,POINT (-73.86263 40.883896),2026-04-18,2026,4,18,15,Saturday,True
2026-04-16 00:00:00,subway,431,"Intervale Av (2,5)",Bronx,omny,OMNY - Fair Fare,1.0,0.0,40.82218,-73.896736,POINT (-73.896736 40.82218),2026-04-16,2026,4,16,0,Thursday,False
2026-04-09 16:00:00,subway,384,Burnside Av (4),Bronx,omny,OMNY - Other,10.0,1.0,40.853455,-73.907684,POINT (-73.907684 40.853455),2026-04-09,2026,4,9,16,Thursday,False
2026-04-10 06:00:00,subway,431,"Intervale Av (2,5)",Bronx,omny,OMNY - Full Fare,109.0,9.0,40.82218,-73.896736,POINT (-73.896736 40.82218),2026-04-10,2026,4,10,6,Friday,False
2026-04-07 15:00:00,subway,382,Fordham Rd (4),Bronx,omny,OMNY - Students,40.0,1.0,40.862804,-73.90103,POINT (-73.90103 40.862804),2026-04-07,2026,4,7,15,Tuesday,False
2026-04-01 08:00:00,subway,442,Eastchester-Dyre Av (5),Bronx,omny,OMNY - Full Fare,265.0,49.0,40.8883,-73.83083,POINT (-73.83083 40.8883),2026-04-01,2026,4,1,8,Wednesday,False
2026-04-17 17:00:00,subway,370,Whitlock Av (6),Bronx,omny,OMNY - Full Fare,33.0,0.0,40.826527,-73.886284,POINT (-73.886284 40.826527),2026-04-17,2026,4,17,17,Friday,False
